"name","wiki_link","description"
"Norway","https://en.wikipedia.org/wiki/Norway","Norway (/ˈnɔːrweɪ/ ( listen) NAWR-way; Norwegian:  Norge (Bokmål) or  Noreg (Nynorsk); Northern Sami: Norga),[10] officially the Kingdom of Norway, is a sovereign state and unitary monarchy whose territory comprises the western portion of the Scandinavian Peninsula plus the remote island of Jan Mayen and the archipelago of Svalbard.[note 1] The Antarctic Peter I Island and the sub-Antarctic Bouvet Island are dependent territories and thus not considered part of the Kingdom. Norway also lays claim to a section of Antarctica known as Queen Maud Land. Until 1814, the kingdom included the Faroe Islands, Greenland, and Iceland. It also included Bohuslän until 1658, Jämtland and Härjedalen until 1645, Shetland and Orkney until 1468, and the Hebrides and Isle of Man until 1266."
"Oman","https://en.wikipedia.org/wiki/Oman","Oman (/oʊˈmɑːn/ ( listen) oh-MAAN; Arabic: عمان‎ ʻumān pronounced [ʕʊˈmaːn]), officially the Sultanate of Oman (Arabic: سلطنة عُمان‎ Salṭanat ʻUmān), is an Arab country on the southeastern coast of the Arabian Peninsula. Holding a strategically important position at the mouth of the Persian Gulf, the country shares land borders with the United Arab Emirates to the northwest, Saudi Arabia to the west, and Yemen to the southwest, and shares marine borders with Iran and Pakistan. The coast is formed by the Arabian Sea on the southeast and the Gulf of Oman on the northeast. The Madha and Musandam exclaves are surrounded by the UAE on their land borders, with the Strait of Hormuz (which it shares with Iran) and Gulf of Oman forming Musandam's coastal boundaries."
"Pakistan","https://en.wikipedia.org/wiki/Pakistan","Pakistan (/ˈpækɪstæn/ ( listen) or /pɑːkɪˈstɑːn/ ( listen); Urdu: پاکستان‎‎), officially the Islamic Republic of Pakistan (Urdu: اسلامی جمہوریہ پاکستان‎‎), is a country in South Asia and on junction of West Asia, Central Asia and East Asia. It is the fifth-most populous country with a population exceeding 207.77 million people.[17] In terms of area, it is the 33rd-largest country spanning 881,913 square kilometres (340,509 square miles). Pakistan has a 1,046-kilometre (650-mile) coastline along the Arabian Sea and Gulf of Oman in the south and is bordered by India to the east, Afghanistan to the west, Iran to the southwest, and China in the far northeast, respectively. It is separated narrowly from Tajikistan by Afghanistan's Wakhan Corridor in the north-west, and also shares a maritime border with Oman."
"Palau","https://en.wikipedia.org/wiki/Palau","Palau (/pəˈlaʊ/ ( listen), historically Belau or Pelew), officially the Republic of Palau (Palauan: Beluu er a Belau),[5] is an island country located in the western Pacific Ocean. The country contains approximately 340 islands, forming the western chain of the Caroline Islands in Micronesia, and has an area of 466 square kilometers (180 sq mi).[6] The most populous island is Koror. The capital Ngerulmud is located on the nearby island of Babeldaob, in Melekeok State. Palau shares maritime boundaries with Indonesia, the Philippines, and the Federated States of Micronesia."
"Palestine","https://en.wikipedia.org/wiki/State_of_Palestine","Palestine (Arabic: فلسطين‎ Filasṭīn), officially the State of Palestine[i] (Arabic: دولة فلسطين‎ Dawlat Filasṭīn), is a de jure sovereign state[16][17] in the Middle East claiming the West Bank (bordering Israel and Jordan) and Gaza Strip (bordering Israel and Egypt)[3] with East Jerusalem as the designated capital although its administrative center is located in Ramallah.[ii][4][5] Most of the areas claimed by the State of Palestine have been occupied by Israel since 1967 in the consequence of the Six-Day War.[8] The population is 4,550,368 as of 2014, ranked 123rd in the world."
"Panama","https://en.wikipedia.org/wiki/Panama","Panama (/ˈpænəmɑː/ ( listen) PAN-ə-mah; Spanish: Panamá [panaˈma]), officially called the Republic of Panama (Spanish: República de Panamá), is a country in Central America.[8] It is bordered by Costa Rica to the west, Colombia (in South America) to the southeast, the Caribbean Sea to the north and the Pacific Ocean to the south. The capital and largest city is Panama City, whose metropolitan area is home to nearly half of the country's 4 million people.[3]"
"Papua New Guinea","https://en.wikipedia.org/wiki/Papua_New_Guinea","Papua New Guinea (PNG; /ˈpæpuə njuː ˈɡɪniː, ˈpɑː-, -pju-/, US: /ˈpæpjuə, pɑːˈpuːə/;[9] Tok Pisin: Papua Niugini; Hiri Motu: Papua Niu Gini), officially the Independent State of Papua New Guinea, is an Oceanian country that occupies the eastern half of the island of New Guinea and its offshore islands in Melanesia, a region of the southwestern Pacific Ocean north of Australia. Its capital, located along its southeastern coast, is Port Moresby. The western half of New Guinea forms the Indonesian provinces of Papua and West Papua."
"Paraguay","https://en.wikipedia.org/wiki/Paraguay","Paraguay (/ˈpærəɡwaɪ/; Spanish pronunciation: [paɾaˈɣwaj]; Guarani: Paraguái, [paɾaˈɰwaj]), officially the Republic of Paraguay (Spanish: República del Paraguay; Guarani: Tetã Paraguái), is a landlocked country in central South America, bordered by Argentina to the south and southwest, Brazil to the east and northeast, and Bolivia to the northwest. Paraguay lies on both banks of the Paraguay River, which runs through the center of the country from north to south. Due to its central location in South America, it is sometimes referred to as Corazón de Sudamérica (""Heart of South America"").[8] Paraguay is one of the two landlocked countries (the other is Bolivia) outside Afro-Eurasia, and is the smallest[9] landlocked country in the Americas."
"Peru","https://en.wikipedia.org/wiki/Peru","Peru (/pəˈruː/ ( listen); Spanish: Perú [peˈɾu]; Quechua: Piruw [pʰɪɾʊw];[7] Aymara: Piruw [pɪɾʊw]), officially the Republic of Peru (Spanish:  República del Perú (help·info)), is a country in western South America. It is bordered in the north by Ecuador and Colombia, in the east by Brazil, in the southeast by Bolivia, in the south by Chile, and in the west by the Pacific Ocean. Peru is an extremely biodiverse country with habitats ranging from the arid plains of the Pacific coastal region in the west to the peaks of the Andes mountains vertically extending from the north to the southeast of the country to the tropical Amazon Basin rainforest in the east with the Amazon river.[8]"
"Philippines","https://en.wikipedia.org/wiki/Philippines","The Philippines (/ˈfɪlɪpiːnz/ ( listen); Filipino: Pilipinas [ˌpɪlɪˈpinɐs] or Filipinas [ˌfɪlɪˈpinɐs]), officially the Republic of the Philippines (Filipino: Republika ng Pilipinas), is a unitary sovereign state and island country in Southeast Asia. Situated in the western Pacific Ocean, it consists of about 7,641 islands[17] that are categorized broadly under three main geographical divisions from north to south: Luzon, Visayas, and Mindanao. The capital city of the Philippines is Manila and the most populous city is Quezon City, both part of Metro Manila.[18] Bounded by the South China Sea on the west, the Philippine Sea on the east and the Celebes Sea on the southwest, the Philippines shares maritime borders with Taiwan to the north, Vietnam to the west, Palau to the east and Malaysia and Indonesia to the south."
"Poland","https://en.wikipedia.org/wiki/Poland","Poland (Polish: Polska [ˈpɔlska] ( listen)), officially the Republic of Poland (Polish: Rzeczpospolita Polska,[a]  listen (help·info)), is a sovereign country in Central Europe.[11] It is a unitary state divided into 16 administrative subdivisions, covering an area of 312,679 square kilometres (120,726 sq mi) with a mostly temperate climate.[9] With a population of over 38.5 million people, Poland is the sixth most populous member state of the European Union.[9] Poland's capital and largest city is Warsaw. Other cities include Kraków, Wrocław, Poznań, Gdańsk and Szczecin."
"Portugal","https://en.wikipedia.org/wiki/Portugal","Portugal (Portuguese: [puɾtuˈɣaɫ]), officially the Portuguese Republic (Portuguese: República Portuguesa [ʁɛ'puβlikɐ puɾtu'ɣezɐ]),[note 1] is a sovereign state located on the Iberian Peninsula in southwestern Europe. It is the westernmost country of mainland Europe, being bordered to the west and south by the Atlantic Ocean and to the north and east by Spain. Its territory also includes the Atlantic archipelagos of the Azores and Madeira, both autonomous regions with their own regional governments. At 1.7 million km2, its Exclusive Economic Zone is the 3rd largest in the European Union and the 11th largest in the world.[9]"
"Qatar","https://en.wikipedia.org/wiki/Qatar","Qatar (/ˈkætɑːr/,[9] /ˈkɑːtɑːr/ ( listen), /ˈkɑːtər/ or /kəˈtɑːr/ ( listen);[10] Arabic: قطر‎ Qaṭar [ˈqɑtˤɑr]; local vernacular pronunciation: [ˈɡɪtˤɑr]),[11][12] officially the State of Qatar (Arabic: دولة قطر‎ Dawlat Qaṭar), is a sovereign country located in Western Asia, occupying the small Qatar Peninsula on the northeastern coast of the Arabian Peninsula. Its sole land border is with Saudi Arabia to the south, with the rest of its territory surrounded by the Persian Gulf. An arm of the Persian Gulf separates Qatar from the nearby island country of Bahrain."
"Romania","https://en.wikipedia.org/wiki/Romania","Romania (/roʊˈmeɪniə/ ( listen) roh-MAY-nee-ə; Romanian: România i[romɨˈni.a]) is a sovereign state located in Southeastern Europe. It borders the Black Sea, Bulgaria, Ukraine, Hungary, Serbia, and Moldova. It has an area of 238,397 square kilometres (92,046 sq mi) and a temperate-continental climate. With almost 20 million inhabitants, the country is the seventh most populous member state of the European Union. Its capital and largest city, Bucharest, is the sixth-largest city in the EU, with 1,883,425 inhabitants as of 2011.[8]"
"Russia","https://en.wikipedia.org/wiki/Russia","Russia (/ˈrʌʃə/ ( listen); Russian: Росси́я, tr. Rossíya, IPA: [rɐˈsʲijə]; from the Greek: Ρωσία — Rus'), also officially known as the Russian Federation[12] (Russian: Российская Федерация, tr. Rossiyskaya Federatsiya, IPA: [rɐˈsʲijskəjə fʲɪdʲɪˈratsɨjə]), is a sovereign country in Eurasia.[13] At 17,125,200 square kilometres (6,612,100 sq mi),[14] Russia is the largest country in the world by surface area, covering more than one-eighth of the Earth's inhabited land area,[15][16][17] and the ninth most populous, with over 144 million people at the end of March 2016.[18][7] The European western part of the country is much more populated and urbanised than the eastern; about 77% of the population live in European Russia. Russia's capital Moscow is one of the largest cities in the world; other major urban centers include Saint Petersburg, Novosibirsk, Yekaterinburg, Chelyabinsk, Nizhny Novgorod, Ufa, and Kazan."
"Rwanda","https://en.wikipedia.org/wiki/Rwanda","Rwanda (/ruːˈɑːndə/ or /ruːˈændə/ ( listen); Kinyarwanda: U Rwanda [u.ɾɡwanda] ( listen)), officially the Republic of Rwanda (Kinyarwanda: Repubulika y'u Rwanda; French: République du Rwanda), is a sovereign state in Central and East Africa and one of the smallest countries on the African mainland. Located a few degrees south of the Equator, Rwanda is bordered by Uganda, Tanzania, Burundi and the Democratic Republic of the Congo. Rwanda is in the African Great Lakes region and is highly elevated; its geography is dominated by mountains in the west and savanna to the east, with numerous lakes throughout the country. The climate is temperate to subtropical, with two rainy seasons and two dry seasons each year."
"Saint Kitts and Nevis","https://en.wikipedia.org/wiki/Saint_Kitts_and_Nevis","Saint Kitts and Nevis were among the first islands in the Caribbean to be settled by Europeans. Saint Kitts was home to the first British and French colonies in the Caribbean, and thus has also been titled ""The Mother Colony of the West Indies""."
"Saint Lucia","https://en.wikipedia.org/wiki/Saint_Lucia","Saint Lucia (/seɪnt ˈluːʃə/ ( listen); French: Sainte-Lucie) is a sovereign island country in the eastern Caribbean Sea on the boundary with the Atlantic Ocean.[6] Part of the Lesser Antilles, it is located north/northeast of the island of Saint Vincent, northwest of Barbados and south of Martinique. It covers a land area of 617 km2 (238.23 sq mi) and reported a population of 165,595 in the 2010 census.[7] Its capital is Castries."
"Saint Vincent and the Grenadines","https://en.wikipedia.org/wiki/Saint_Vincent_and_the_Grenadines","Saint Vincent and the Grenadines (/seɪnt ˈvɪnsənt ænd ðə ɡrɛnəˈdiːnz/ ( listen)) is a sovereign state in the Lesser Antilles island arc, in the southern portion of the Windward Islands, which lies at the southern end of the eastern border of the Caribbean Sea where the latter meets the Atlantic Ocean. The country is also known simply as Saint Vincent."
"Samoa","https://en.wikipedia.org/wiki/Samoa","Samoa is a member of the Commonwealth of Nations. Western Samoa was admitted to the United Nations on 15 December 1976.[8] The entire island group, which includes American Samoa, was called ""Navigator Islands"" by European explorers before the 20th century because of the Samoans' seafaring skills.[9][10]"
"San Marino","https://en.wikipedia.org/wiki/San_Marino"," San Marino (/sæn məˈriːnoʊ/ ( listen); Italian: [san maˈriːno]), officially the Republic of San Marino[1][2] (Italian: Repubblica di San Marino), also known as the Most Serene Republic of San Marino[2] (Italian: Serenissima Repubblica di San Marino), is an enclaved microstate surrounded by Italy, situated on the Italian Peninsula on the northeastern side of the Apennine Mountains. Its size is just over 61 km2 (24 sq mi), with a population of 33,562.[6] Its capital is the City of San Marino and its largest city is Serravalle. San Marino has the smallest population of all the members of the Council of Europe."
"São Tomé and Príncipe","https://en.wikipedia.org/wiki/S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe","São Tomé and Príncipe (/ˌsaʊ təˈmeɪ ən ˈprɪnsɪpə, -ˈprɪnsɪpeɪ/ SOW tə-MAY ən PRIN-sip-ə, -PRIN-sip-ay;[8] Portuguese: [sɐ̃w tuˈmɛ i ˈpɾĩsɨpɨ]), officially the Democratic Republic of São Tomé and Príncipe, is a Portuguese-speaking island nation in the Gulf of Guinea, off the western equatorial coast of Central Africa. It consists of two archipelagos around the two main islands: São Tomé and Príncipe, located about 140 kilometres (87 miles) apart and about 250 and 225 kilometres (155 and 140 miles), respectively, off the northwestern coast of Gabon."
"Saudi Arabia","https://en.wikipedia.org/wiki/Saudi_Arabia","Saudi Arabia[c] (/ˌsɔːdi əˈreɪbiə/ ( listen), /ˌsaʊ-/ ( listen)), officially the Kingdom of Saudi Arabia (KSA),[d] is a sovereign Arab state in Western Asia constituting the bulk of the Arabian Peninsula. With a land area of approximately 2,150,000 km2 (830,000 sq mi), Saudi Arabia is geographically the fifth-largest state in Asia and second-largest state in the Arab world after Algeria. Saudi Arabia is bordered by Jordan and Iraq to the north, Kuwait to the northeast, Qatar, Bahrain and the United Arab Emirates to the east, Oman to the southeast and Yemen to the south. It is separated from Israel and Egypt by the Gulf of Aqaba. It is the only nation with both a Red Sea coast and a Persian Gulf coast and most of its terrain consists of arid desert and mountains."
"Senegal","https://en.wikipedia.org/wiki/Senegal","Senegal (/ˌsɛnɪˈɡɔːl, -ˈɡɑːl/ ( listen);[7][8] French: Sénégal), officially the Republic of Senegal (French: République du Sénégal [ʁepyblik dy seneɡal]), is a country in West Africa. Senegal is bordered by Mauritania in the north, Mali to the east, Guinea to the southeast, and Guinea-Bissau to the southwest. Senegal also borders The Gambia, a country occupying a narrow sliver of land along the banks of the Gambia River, which separates Senegal's southern region of Casamance from the rest of the country. Senegal also shares a maritime border with Cape Verde. Senegal's economic and political capital is Dakar. It is the westernmost country in the mainland of the Old World, or Afro-Eurasia,[9] and owes its name to the Senegal River, which borders it to the east and north. The name ""Senegal"" comes from the Wolof ""Sunuu Gaal"", which means ""Our Boat"". Senegal covers a land area of almost 197,000 square kilometres (76,000 sq mi) and has an estimated population of about 15 million[2]. The climate is Sahelian, but there is a rainy season."
"Serbia","https://en.wikipedia.org/wiki/Serbia","Serbia (/ˈsɜːrbiə/ ( listen), Serbian: Србија / Srbija, IPA: [sř̩bija]), officially the Republic of Serbia (Serbian: Република Србија / Republika Srbija), is a landlocked country situated at the crossroads of Central[6] and Southeast Europe in the southern Pannonian Plain and the central Balkans.[7] It borders Hungary to the north; Romania and Bulgaria to the east; Macedonia to the south; Croatia, Bosnia, Montenegro to the west and claims a border with Albania through the disputed territory of Kosovo. Serbia numbers around 7 million residents;[8] its capital, Belgrade, ranks among the oldest[9][7] and largest cities in Southeastern Europe."
"Seychelles","https://en.wikipedia.org/wiki/Seychelles","Seychelles (/seɪˈʃɛlz/ ( listen) say-SHELZ; French: [seʃɛl]), officially the Republic of Seychelles (French: République des Seychelles; Creole: Repiblik Sesel), is an archipelago and country in the Indian Ocean. The 115-island country, whose capital is Victoria, lies 1,500 kilometres (932 mi) east of mainland East Africa. Other nearby island countries and territories include Comoros, Mayotte (region of France), Madagascar, Réunion (region of France) and Mauritius to the south. With a population of roughly 94,228, it has the smallest population of any sovereign African country; however, it does have a larger population than the British overseas territory Saint Helena, Ascension and Tristan da Cunha.[5]"
"Sierra Leone","https://en.wikipedia.org/wiki/Sierra_Leone","Sierra Leone (/siːˈɛərə liːˈoʊniː, -liːˈoʊn/ ( listen)),[6] officially the Republic of Sierra Leone, is a country in West Africa. It is bordered by Guinea to the north-east, Liberia to the south-east and the Atlantic Ocean to the south-west. Sierra Leone has a tropical climate, with a diverse environment ranging from savannah to rainforests. The country has a total area of 71,740 km2 (27,699 sq mi)[7] and a population of 7,075,641 (based on the 2015 national census).[2] It is a constitutional republic with a directly elected president and a unicameral legislature."
"Singapore","https://en.wikipedia.org/wiki/Singapore","Singapore (/ˈsɪŋəpɔːr/ ( listen), /ˈsɪŋɡə-/), officially the Republic of Singapore, is a sovereign city-state and island country in Southeast Asia. It lies one degree (137 kilometres (85 mi)) north of the equator, at the southern tip of the Malay Peninsula, with Indonesia's Riau Islands to the south and Peninsular Malaysia to the north. Singapore's territory consists of one main island along with 62 other islets. Since independence, extensive land reclamation has increased its total size by 23% (130 square kilometres (50 sq mi))."
"Slovakia","https://en.wikipedia.org/wiki/Slovakia","Slovakia (/sloʊˈvækiə, slə-, -ˈvɑː-/ ( listen);[6][7] Slovak: Slovensko [ˈsloʋensko] ( listen)), officially the Slovak Republic (Slovak: Slovenská republika,  listen (help·info)),[8] is a landlocked country in Central Europe.[9][10] It is bordered by the Czech Republic and Austria to the west, Poland to the north, Ukraine to the east and Hungary to the south. Slovakia's territory spans about 49,000 square kilometres (19,000 sq mi) and is mostly mountainous. The population is over 5 million and comprises mostly ethnic Slovaks. The capital and largest city is Bratislava. The official language is Slovak."
"Slovenia","https://en.wikipedia.org/wiki/Slovenia","Slovenia (/sloʊˈviːniə, slə-, -njə/ ( listen)[12][13] sloh-VEE-nee-ə; Slovene: Slovenija [slɔˈʋèːnija]),[14] officially the Republic of Slovenia (Slovene:  Republika Slovenija (help·info),[15] abbr.: RS[16]), is a nation state located in the southern Central Europe.[17][Note 2] The country is located at the crossroads of main European cultural and trade routes.[22][23] It is bordered by Italy to the west, Austria to the north, Hungary to the northeast, Croatia to the south and southeast, and the Adriatic Sea to the southwest.[24] It covers 20,273 square kilometers (7,827 sq mi) and has a population of 2.06 million.[25] It is a parliamentary republic[26] and a member of the United Nations, European Union, and NATO.[27] The capital and largest city is Ljubljana.[28]"
"Solomon Islands","https://en.wikipedia.org/wiki/Solomon_Islands","Solomon Islands is a sovereign country consisting of six major islands and over 900 smaller islands in Oceania lying to the east of Papua New Guinea and northwest of Vanuatu and covering a land area of 28,400 square kilometres (11,000 sq mi). The country's capital, Honiara, is located on the island of Guadalcanal. The country takes its name from the Solomon Islands archipelago, which is a collection of Melanesian islands that also includes the North Solomon Islands (part of Papua New Guinea), but excludes outlying islands, such as Rennell and Bellona, and the Santa Cruz Islands."
"Somalia","https://en.wikipedia.org/wiki/Somalia","Somalia (/səˈmɑːliə, soʊ-, -ljə/[7][8][9] so-MAH-lee-ə; Somali: Soomaaliya; Arabic: الصومال‎ aṣ-Ṣūmāl), officially the Federal Republic of Somalia[1] (Somali: Jamhuuriyadda Federaalka Soomaaliya, Arabic: جمهورية الصومال الفيدرالية‎ Jumhūrīyat aṣ-Ṣūmāl al-Fidirālīyah), is a country located in the Horn of Africa. It is bordered by Ethiopia to the west, Djibouti to the northwest, the Gulf of Aden to the north, the Indian Ocean to the east, and Kenya to the southwest. Somalia has the longest coastline on Africa's mainland,[10] and its terrain consists mainly of plateaus, plains and highlands.[3] Climatically, hot conditions prevail year-round, with periodic monsoon winds and irregular rainfall.[11]"
"South Africa","https://en.wikipedia.org/wiki/South_Africa","South Africa, officially the Republic of South Africa (RSA), is the southernmost country in Africa. It is bounded on the south by 2,798 kilometres (1,739 mi) of coastline of Southern Africa stretching along the South Atlantic and Indian Oceans;[9][10][11] on the north by the neighbouring countries of Namibia, Botswana, and Zimbabwe; and on the east and northeast by Mozambique and Swaziland; and surrounds the kingdom of Lesotho.[12] South Africa is the largest country in Southern Africa[13] and the 25th-largest country in the world by land area and, with close to 56 million people, is the world's 24th-most populous nation. It is the southernmost country on the mainland of the Old World or the Eastern Hemisphere. About 80 percent of South Africans are of Sub-Saharan African ancestry,[5] divided among a variety of ethnic groups speaking different African languages, nine of which have official status.[11] The remaining population consists of Africa's largest communities of European (white), Asian (Indian), and multiracial (coloured) ancestry."
"South Sudan","https://en.wikipedia.org/wiki/South_Sudan","South Sudan (/ˌsaʊθ suːˈdɑːn, -ˈdæn/ ( listen)),[12][13] officially the Republic of South Sudan,[14] is a landlocked country in East-Central Africa[15][16] that gained its independence from the Republic of the Sudan in 2011. Its current capital, Juba is also the largest city. Before the outbreak of a civil war in 2013, it was planned that the capital city would be moved to the more centrally located Ramciel in the future.[17]"
"Spain","https://en.wikipedia.org/wiki/Spain","Spain (Spanish: España [esˈpaɲa] ( listen)), officially the Kingdom of Spain (Spanish: Reino de España),[a][b] is a sovereign state located on the Iberian Peninsula in southwestern Europe, with two large archipelagoes, the Balearic Islands in the Mediterranean Sea and the Canary Islands off the North African Atlantic coast, two cities, Ceuta and Melilla, in the North African mainland and several small islands in the Alboran Sea near the Moroccan coast. The country's mainland is bordered to the south and east by the Mediterranean Sea except for a small land boundary with Gibraltar; to the north and northeast by France, Andorra, and the Bay of Biscay; and to the west and northwest by Portugal and the Atlantic Ocean. It is the only European country to have a border with an African country (Morocco)[h] and its African territory accounts for nearly 5% of its population, mostly in the Canary Islands but also in Ceuta and Melilla."
"Sri Lanka","https://en.wikipedia.org/wiki/Sri_Lanka","Sri Lanka (/sriː ˈlɑːŋkə, -ˈlæŋkə/ or /ʃriː-/ ( listen);[9][10] Sinhala: ශ්‍රී ලංකා Śrī Laṃkā, Tamil: இலங்கை Ilaṅkai), officially the Democratic Socialist Republic of Sri Lanka, is an island country in South Asia, located southeast of India and northeast of the Maldives."
"Sudan","https://en.wikipedia.org/wiki/Sudan","The Sudan or Sudan (US: /suˈdæn/ ( listen), UK: /suˈdɑːn, -ˈdæn/;[8][9] Arabic: السودان‎ as-Sūdān) also known as North Sudan since South Sudan's independence and officially the Republic of the Sudan[10] (Arabic: جمهورية السودان‎ Jumhūriyyat as-Sūdān), is a country in Northern Africa. It is bordered by Egypt to the north, the Red Sea, Eritrea and Ethiopia to the east, South Sudan to the south, the Central African Republic to the southwest, Chad to the west and Libya to the northwest. It is the third largest country in Africa. The River Nile divides the country into eastern and western halves. Before the Sudanese Civil War, South Sudan was part of Sudan, but it became independent in 2011.[11] Its predominant religion is Islam.[12]"
"Suriname","https://en.wikipedia.org/wiki/Suriname","Suriname (/ˈsʊrɪnæm/, /-nɑːm/ or /-nəm/, also spelled Surinam), officially known as the Republic of Suriname (Dutch: Republiek Suriname [ˌreːpyˈblik ˌsyːriˈnaːmə]), is a sovereign state on the northeastern Atlantic coast of South America. It is bordered by French Guiana to the east, Guyana to the west and Brazil to the south. At just under 165,000 square kilometers (64,000 square miles), it is the smallest country in South America.[note 1] Suriname has a population of approximately 558,368,[8] most of whom live on the country's north coast, in and around the capital and largest city, Paramaribo."
"Swaziland","https://en.wikipedia.org/wiki/Swaziland","Swaziland is a developing country with a small economy. With a GDP per capita of $9,714, it is classified as a country with a lower-middle income.[2] As a member of the Southern African Customs Union (SACU) and Common Market for Eastern and Southern Africa (COMESA), its main local trading partner is South Africa; in order to ensure economic stability, Swaziland's currency, the lilangeni, is pegged to the South African rand. Swaziland's major overseas trading partners are the United States[11] and the European Union.[12] The majority of the country's employment is provided by its agricultural and manufacturing sectors. Swaziland is a member of the Southern African Development Community (SADC), the African Union, the Commonwealth of Nations and the United Nations."
"Sweden","https://en.wikipedia.org/wiki/Sweden","Sweden (/ˈswiːdən/ ( listen) SWEE-dən; Swedish: Sverige [ˈsværjɛ]  listen (help·info)), officially the Kingdom of Sweden (Swedish:  Konungariket Sverige (help·info)), is a Scandinavian country in Northern Europe. It borders Norway to the west and north and Finland to the east, and is connected to Denmark in the southwest by a bridge-tunnel across the Öresund. At 450,295 square kilometres (173,860 sq mi), Sweden is the third-largest country in the European Union by area. Sweden has a total population of 10 million[3] of which 2.3 million has a foreign background.[12] It has a low population density of 22 inhabitants per square kilometre (57/sq mi); the highest concentration is in the southern half of the country. Approximately 85% of the population lives in urban areas.[13]"
"Switzerland","https://en.wikipedia.org/wiki/Switzerland","Switzerland (/ˈswɪtsərlənd/), officially the Swiss Confederation, is a federal republic in Europe. It consists of 26 cantons, and the city of Bern is the seat of the federal authorities.[1][2][note 1] The country is situated in Western-Central Europe,[note 4] and is bordered by Italy to the south, France to the west, Germany to the north, and Austria and Liechtenstein to the east. Switzerland is a landlocked country geographically divided between the Alps, the Swiss Plateau and the Jura, spanning an area of 41,285 km2 (15,940 sq mi). While the Alps occupy the greater part of the territory, the Swiss population of approximately eight million people is concentrated mostly on the plateau, where the largest cities are to be found: among them are the two global cities and economic centres Zürich and Geneva."
"Syria","https://en.wikipedia.org/wiki/Syria","Syria (Arabic: سوريا‎ Sūriyā), officially known as the Syrian Arab Republic (Arabic: الجمهورية العربية السورية‎ al-Jumhūrīyah al-ʻArabīyah as-Sūrīyah), is a country in Western Asia, bordering Lebanon and the Mediterranean Sea to the west, Turkey to the north, Iraq to the east, Jordan to the south, and Israel to the southwest. The western two-thirds of Syria′s Golan Heights are since 1967 occupied by Israel and were in 1981 effectively annexed by Israel,[8][9] whereas the eastern third is controlled by Syria, with the UNDOF maintaining a buffer zone in between, to implement the ceasefire of the Purple Line. Syria's capital and largest city is Damascus."
"Tajikistan","https://en.wikipedia.org/wiki/Tajikistan","Tajikistan (/tɑːˈdʒiːkɪstɑːn/ ( listen), /təˈdʒiːkɪstæn/, or /tæˈdʒiːkiːstæn/; Tajik: Тоҷикистон [tɔːd͡ʒikɪsˈtɔːn]), officially the Republic of Tajikistan (Tajik: Ҷумҳурии Тоҷикистон), is a mountainous, landlocked sovereign state in Central Asia with an estimated population of 8.7 million people as of 2016, and an area of 143,100 km2 (55,300 sq mi). It is bordered by Afghanistan to the south, Uzbekistan to the west, Kyrgyzstan to the north, and China to the east. Traditional homelands of Tajik people included present-day Tajikistan, Afghanistan and Uzbekistan."
"Tanzania","https://en.wikipedia.org/wiki/Tanzania","Tanzania (/ˌtænzəˈniːə/),[12] officially the United Republic of Tanzania (Swahili: Jamhuri ya Muungano wa Tanzania), is a sovereign state in eastern Africa within the African Great Lakes region. It borders Kenya and Uganda to the north; Rwanda, Burundi, and the Democratic Republic of the Congo to the west; Zambia, Malawi, and Mozambique to the south; and the Indian Ocean to the east. Mount Kilimanjaro, Africa's highest mountain, is in north-eastern Tanzania."
"Thailand","https://en.wikipedia.org/wiki/Thailand","Thailand (/ˈtaɪlænd/ TY-land), officially the Kingdom of Thailand and formerly known as Siam, is a country at the centre of the Indochinese peninsula in Southeast Asia. With a total area of approximately 513,000 km2 (198,000 sq mi), Thailand is the world's 50th-largest country. It is the 20th-most-populous country in the world, with around 69 million people."
"Togo","https://en.wikipedia.org/wiki/Togo","Togo (/ˈtoʊɡoʊ/ ( listen)), officially the Togolese Republic (French: République Togolaise), is a country in West Africa bordered by Ghana to the west, Benin to the east and Burkina Faso to the north. It extends south to the Gulf of Guinea, where its capital Lomé is located. Togo covers 57,000 square kilometres (22,008 square miles), making it one of the smallest countries in Africa, with a population of approximately 7.6 million.[6]"
"Tonga","https://en.wikipedia.org/wiki/Tonga","Tonga (/ˈtɒŋə/ or /ˈtɒŋɡə/; Tongan: [ˈtoŋa][7] Puleʻanga Fakatuʻi ʻo Tonga), officially the Kingdom of Tonga, is a Polynesian sovereign state and archipelago comprising 169 islands, of which 36 are inhabited.[1] The total surface area is about 750 square kilometres (290 sq mi) scattered over 700,000 square kilometres (270,000 sq mi) of the southern Pacific Ocean. It has a population of 107,122 people,[8] of whom 70% reside on the main island of Tongatapu."
"Trinidad and Tobago","https://en.wikipedia.org/wiki/Trinidad_and_Tobago","Trinidad and Tobago (/ˈtrɪnɪˌdæd ən təˈbeɪɡoʊ/ ( listen); /-toʊˈ-/[10]), officially the Republic of Trinidad and Tobago, is a twin island country that is the southernmost nation in the Caribbean. It is situated 130 kilometres (81 miles) south of Grenada off the northern edge of the South American mainland, 11 kilometres (6.8 miles) off the coast of northeastern Venezuela. It shares maritime boundaries with Barbados to the northeast, Grenada to the northwest, Guyana to the southeast, and Venezuela to the south and west.[11][12]"
